0,1,2,3,4,5,6,7,8,9
Gaëtan Laborde,2021,38,19,7,4,0,0,3082,
Romain Faivre,2018,25,2,2,3,0,0,2231,
Romain Faivre,2019,21,5,2,2,0,0,1579,
Romain Faivre,2020,37,6,5,0,0,0,2992,
Romain Faivre,2021,30,10,6,1,0,0,2525,
Dan Burn,2018,17,0,0,3,0,0,1515,
Dan Burn,2019,34,0,0,5,0,0,2881,
Dan Burn,2020,32,1,0,6,0,0,2509,
Dan Burn,2021,23,1,1,6,0,0,1907,
Baptiste Santamaria,2018,40,1,0,2,0,0,3427,
Baptiste Santamaria,2019,30,1,1,1,0,0,2716,
Baptiste Santamaria,2020,34,1,2,6,0,0,2568,
Baptiste Santamaria,2021,38,2,2,7,0,0,2583,
Jack Harrison,2018,42,4,4,2,0,0,2948,
Jack Harrison,2019,49,6,8,1,0,0,3955,
Jack Harrison,2020,38,8,8,2,0,0,2988,
Jack Harrison,2021,30,7,2,3,0,0,2248,
Thomas Delaney,2018,38,3,6,8,0,0,2760,
Thomas Delaney,2019,14,0,0,5,0,0,1079,
Thomas Delaney,2020,34,1,5,8,0,0,2196,
Thomas Delaney,2021,31,2,1,4,2,0,1667,
Carles Aleñá,2018,35,5,1,6,0,0,1716,
Carles Aleñá,2019,24,1,2,3,0,0,1199,
Carles Aleñá,2020,27,2,2,3,0,0,1537,
Carles Aleñá,2021,25,1,2,6,0,1,1989,
Brahim Díaz,2018,15,3,2,0,0,0,607,
Brahim Díaz,2019,10,1,1,1,0,0,206,
Brahim Díaz,2020,39,7,4,3,0,0,1868,
Brahim Díaz,2021,33,4,4,5,0,0,2103,
Mattia Zaccagni,2018,33,4,4,4,0,0,2146,
Mattia Zaccagni,2019,35,2,9,5,0,0,2176,
Mattia Zaccagni,2020,37,5,7,6,0,0,2692,
Mattia Zaccagni,2021,31,7,7,8,0,0,2053,
Takefusa Kubo,2018,16,5,4,0,0,0,1111,
Takefusa Kubo,2019,36,4,5,4,0,0,2398,
Takefusa Kubo,2020,37,2,4,2,1,0,1488,
Takefusa Kubo,2021,23,2,3,3,0,0,1444,
Ethan Ampadu,2018,12,0,0,2,0,0,823,
Ethan Ampadu,2019,7,0,0,1,0,0,277,
Ethan Ampadu,2020,29,0,0,4,0,0,2451,
Ethan Ampadu,2021,23,0,3,10,0,1,1749,
Pierre-Emerick Aubameyang,2018,51,31,8,1,0,0,3859,
Pierre-Emerick Aubameyang,2019,44,29,3,3,0,1,3725,
Pierre-Emerick Aubameyang,2020,39,15,4,3,0,0,3018,
Pierre-Emerick Aubameyang,2021,26,16,3,3,0,0,1831,
Boulaye Dia,2018,27,6,2,2,0,0,1367,
Boulaye Dia,2019,28,8,1,0,0,0,2029,
Boulaye Dia,2020,39,16,1,2,0,0,3178,
Boulaye Dia,2021,28,6,5,2,0,0,1284,
Antonin Barak,2018,9,0,0,0,0,0,400,
Antonin Barak,2019,27,3,1,1,0,0,1738,
Antonin Barak,2020,36,7,4,5,0,1,2907,
Antonin Barak,2021,26,10,4,3,0,0,2107,
Emerson,2018,27,1,2,2,0,0,2250,
Emerson,2019,21,0,1,4,0,0,1523,
Emerson,2020,15,1,0,0,0,0,789,
Emerson,2021,29,1,2,4,0,1,2308,
Justin Kluivert,2018,35,2,8,3,0,0,1744,
Justin Kluivert,2019,31,7,2,6,1,0,2130,
Justin Kluivert,2020,29,4,1,4,0,0,1029,
Justin Kluivert,2021,21,5,5,5,0,1,1463,
Sebastiaan Bornauw,2018,28,1,2,6,0,1,2256,
Sebastiaan Bornauw,2019,30,6,0,6,0,1,2629,
Sebastiaan Bornauw,2020,28,1,1,5,0,0,2326,
Sebastiaan Bornauw,2021,26,1,1,4,0,0,1892,
Alessandro Florenzi,2018,38,3,3,5,1,0,2891,
Alessandro Florenzi,2019,32,0,1,6,0,1,2014,
Alessandro Florenzi,2020,36,2,1,1,0,0,2734,
Alessandro Florenzi,2021,26,1,0,2,0,0,1377,
Elseid Hysaj,2018,35,0,2,6,0,0,2707,
Elseid Hysaj,2019,24,1,2,3,1,0,1692,
Elseid Hysaj,2020,29,0,3,3,0,0,2141,
Elseid Hysaj,2021,35,1,0,3,0,0,2580,
Dodi Lukébakio,2018,34,14,5,6,0,0,2170,
Dodi Lukébakio,2019,33,8,8,2,0,0,2197,
Dodi Lukébakio,2020,30,7,5,2,1,0,1955,
Dodi Lukébakio,2021,27,2,3,2,0,0,1375,
Romain Perraud,2018,34,5,1,3,0,0,3090,
Romain Perraud,2019,24,0,1,2,0,0,2059,
Romain Perraud,2020,37,3,7,4,0,0,3152,
Romain Perraud,2021,18,1,1,3,0,0,1542,
Imrân Louza,2018,23,7,0,6,0,0,1891,
Imrân Louza,2019,28,4,3,4,0,0,2310,
Imrân Louza,2020,35,7,3,4,0,1,2566,
Imrân Louza,2021,17,0,0,4,0,0,1160,
Jean-Clair Todibo,2018,12,1,1,4,1,0,994,
Jean-Clair Todibo,2019,13,0,0,2,0,0,664,
Jean-Clair Todibo,2020,19,1,0,6,0,0,1610,
Jean-Clair Todibo,2021,30,1,0,6,0,0,2585,
Lukas Nmecha,2018,44,3,7,2,0,0,2413,
Lukas Nmecha,2019,25,0,0,2,0,0,827,
Lukas Nmecha,2020,41,21,3,4,0,0,3434,
Lukas Nmecha,2021,24,8,0,5,0,0,1482,
Xherdan Shaqiri,2018,30,6,5,2,0,0,1413,
Xherdan Shaqiri,2019,11,1,0,0,0,0,263,
Xherdan Shaqiri,2020,22,1,4,2,0,0,819,
Xherdan Shaqiri,2021,20,3,3,1,0,0,1355,
Josip Brekalo,2018,27,3,4,2,0,0,1527,
Josip Brekalo,2019,41,7,7,0,0,0,2499,
Josip Brekalo,2020,33,7,4,1,0,0,2040,
Josip Brekalo,2021,26,7,2,1,0,0,1860,
Ainsley Maitland-Niles,2018,31,2,3,1,1,0,2188,
Ainsley Maitland-Niles,2019,33,1,2,4,1,0,2076,
Ainsley Maitland-Niles,2020,36,0,2,2,0,0,2416,
Ainsley Maitland-Niles,2021,20,0,1,0,0,0,1016,
Rui Silva,2018,40,0,4,0,0,27,18,3600.0
Rui Silva,2019,37,0,3,0,0,44,12,3330.0
Rui Silva,2020,46,0,3,0,0,67,14,4140.0
Rui Silva,2021,27,0,3,0,0,31,8,2388.0
Zinho Vanheusden,2018,30,2,1,9,0,0,2341,
Zinho Vanheusden,2019,28,2,0,4,1,1,2334,
Zinho Vanheusden,2020,17,0,0,1,0,0,1240,
Zinho Vanheusden,2021,16,0,0,3,0,0,1198,
Andrea Pinamonti,2018,27,5,3,2,0,0,1622,
Andrea Pinamonti,2019,34,7,3,1,0,0,2418,
Andrea Pinamonti,2020,10,1,0,0,0,0,172,
Andrea Pinamonti,2021,30,9,2,2,0,0,2287,
Unai López,2018,7,0,0,1,0,0,359,
Unai López,2019,30,1,4,6,0,0,1976,
Unai López,2020,31,3,0,7,0,0,1738,
Unai López,2021,21,0,1,2,0,0,826,
Mohamed Ihattaren,2018,31,7,6,0,0,0,1852,
Mohamed Ihattaren,2019,34,9,9,1,0,0,2713,
Mohamed Ihattaren,2020,29,3,2,0,0,0,1618,
Mohamed Ihattaren,2021,0,0,0,0,0,0,0,
Rafinha,2018,8,1,0,1,0,0,348,
Rafinha,2019,33,4,2,5,0,1,2344,
Rafinha,2020,34,0,7,4,0,0,1646,
Rafinha,2021,17,1,0,0,0,0,886,
Calum Chambers,2018,33,2,0,9,0,0,2766,
Calum Chambers,2019,18,1,4,6,0,0,1384,
Calum Chambers,2020,20,1,3,0,0,0,1351,
Calum Chambers,2021,11,2,0,0,0,0,826,
Samuele Ricci,2018,32,2,3,4,0,0,2731,
Samuele Ricci,2019,30,0,0,6,0,0,1832,
Samuele Ricci,2020,36,2,4,3,0,0,1845,
Samuele Ricci,2021,27,1,1,3,0,1,1811,
Leonardo Balerdi,2018,9,1,0,2,0,0,810,
Leonardo Balerdi,2019,16,0,0,3,0,0,855,
Leonardo Balerdi,2020,25,2,0,6,1,1,1973,
Leonardo Balerdi,2021,24,0,0,5,0,1,1271,
Jean Lucas,2018,9,0,1,2,0,0,629,
Jean Lucas,2019,18,3,1,5,0,0,585,
Jean Lucas,2020,25,0,3,3,1,0,1190,
Jean Lucas,2021,34,2,2,3,1,0,2164,
Jean-Philippe Mateta,2018,36,14,3,2,0,0,2563,
Jean-Philippe Mateta,2019,18,3,1,0,1,0,1056,
Jean-Philippe Mateta,2020,25,13,1,3,0,0,1458,
Jean-Philippe Mateta,2021,19,5,1,1,0,0,1021,
Jakub Jankto,2018,28,1,1,2,0,0,1180,
Jakub Jankto,2019,31,2,5,9,0,0,2191,
Jakub Jankto,2020,37,6,3,7,0,0,2524,
Jakub Jankto,2021,15,0,1,2,0,1,643,
Giovanni Simeone,2018,40,8,4,2,0,0,2524,
Giovanni Simeone,2019,37,12,4,4,0,0,2935,
Giovanni Simeone,2020,33,6,2,1,0,0,1741,
Giovanni Simeone,2021,29,15,4,7,0,0,2006,
Hee-chan Hwang,2018,21,2,2,1,0,0,1331,
Hee-chan Hwang,2019,40,16,22,3,0,0,2572,
Hee-chan Hwang,2020,26,3,3,3,0,0,753,
Hee-chan Hwang,2021,26,5,2,1,0,0,1528,
Ademola Lookman,2018,24,1,2,0,0,0,830,
Ademola Lookman,2019,13,0,0,0,0,0,377,
Ademola Lookman,2020,35,4,4,5,0,0,2800,
Ademola Lookman,2021,31,6,5,2,0,0,1836,
Nadiem Amiri,2018,15,3,3,1,0,0,859,
Nadiem Amiri,2019,42,1,6,4,0,1,2561,
Nadiem Amiri,2020,39,5,9,5,0,0,2503,
Nadiem Amiri,2021,25,2,2,0,0,0,818,
Pape Sarr,2018,1,0,0,0,0,0,90,
Pape Sarr,2019,0,0,0,0,0,0,0,
Pape Sarr,2020,26,4,0,5,0,0,1762,
Pape Sarr,2021,25,1,1,6,0,0,1596,
Rui Patrício,2018,37,0,0,0,0,46,8,3330.0
Rui Patrício,2019,53,0,0,0,0,54,19,4770.0
Rui Patrício,2020,37,0,1,0,0,51,10,3330.0
Rui Patrício,2021,41,0,2,0,0,49,16,3690.0
Yoane Wissa,2018,40,6,6,5,0,0,2334,
Yoane Wissa,2019,32,16,5,5,0,1,2356,
Yoane Wissa,2020,40,11,5,2,0,0,2800,
Yoane Wissa,2021,26,7,1,0,0,0,1160,
Alban Lafont,2018,38,0,2,0,0,46,10,3375.0
Alban Lafont,2019,29,0,3,0,0,33,11,2610.0
Alban Lafont,2020,40,0,2,0,0,57,5,3600.0
Alban Lafont,2021,29,0,1,0,0,31,8,2610.0
Mitchel Bakker,2018,28,0,3,5,0,0,2216,
Mitchel Bakker,2019,5,0,0,2,0,0,413,
Mitchel Bakker,2020,40,0,2,2,0,0,2439,
Mitchel Bakker,2021,23,1,4,8,0,0,1794,
Mario Lemina,2018,23,1,1,5,0,0,1794,
Mario Lemina,2019,28,1,0,8,0,0,2228,
Mario Lemina,2020,30,1,1,5,0,0,1849,
Mario Lemina,2021,29,2,0,4,0,0,1795,
Marvin Friedrich,2018,38,1,2,4,1,0,3448,
Marvin Friedrich,2019,34,2,1,10,1,0,3060,
Marvin Friedrich,2020,36,5,2,2,0,0,3270,
Marvin Friedrich,2021,27,0,0,4,1,0,2385,
Moussa Sissoko,2018,44,0,4,5,0,0,3403,
Moussa Sissoko,2019,35,2,2,8,0,0,2873,
Moussa Sissoko,2020,42,1,1,4,0,0,2536,
Moussa Sissoko,2021,29,2,1,4,0,0,2501,
Felipe Anderson,2018,40,10,5,3,0,0,3197,
Felipe Anderson,2019,28,1,6,1,0,0,1700,
Felipe Anderson,2020,15,1,3,1,0,0,660,
Felipe Anderson,2021,40,6,7,3,0,0,2878,
Reinildo Mandava,2018,22,1,0,4,0,0,1586,
Reinildo Mandava,2019,22,0,0,6,0,0,1507,
Reinildo Mandava,2020,35,0,0,2,0,1,2404,
Reinildo Mandava,2021,37,1,0,12,0,0,3011,
Maxime López,2018,39,1,4,4,0,0,2722,
Maxime López,2019,27,0,3,3,0,0,1448,
Maxime López,2020,34,2,0,8,0,0,2069,
Maxime López,2021,30,1,1,11,0,0,2552,
Pau López,2018,35,0,4,0,0,49,10,3150.0
Pau López,2019,42,0,3,0,0,55,9,3718.0
Pau López,2020,34,0,0,0,1,38,9,2926.0
Pau López,2021,32,0,3,0,0,34,12,2880.0
Borja Mayoral,2018,34,5,2,2,0,0,1964,
Borja Mayoral,2019,36,9,2,2,0,0,2248,
Borja Mayoral,2020,47,17,7,1,0,0,2320,
Borja Mayoral,2021,20,4,2,1,0,0,690,
Sergio Ramos,2018,42,11,2,12,1,0,3662,
Sergio Ramos,2019,44,13,1,10,0,1,3828,
Sergio Ramos,2020,21,4,1,4,0,0,1790,
Sergio Ramos,2021,5,1,0,0,1,0,283,
Billy Gilmour,2018,32,9,6,4,0,0,2597,
Billy Gilmour,2019,26,2,5,1,0,0,1789,
Billy Gilmour,2020,14,1,0,0,0,0,936,
Billy Gilmour,2021,22,0,2,2,0,0,1629,
Benjamin Lecomte,2018,38,0,1,0,0,43,11,3420.0
Benjamin Lecomte,2019,32,0,1,0,0,48,7,2880.0
Benjamin Lecomte,2020,28,0,1,0,0,27,13,2520.0
Benjamin Lecomte,2021,0,0,1,0,0,0,0,0.0
Brandon Williams,2018,26,3,5,4,0,1,1956,
Brandon Williams,2019,42,1,7,11,1,0,2979,
Brandon Williams,2020,19,0,1,4,0,0,1028,
Brandon Williams,2021,26,0,1,8,0,0,2145,
Pape Sarr,2018,1,0,0,0,0,0,90,
Pape Sarr,2019,0,0,0,0,0,0,0,
Pape Sarr,2020,26,4,0,5,0,0,1762,
Pape Sarr,2021,25,1,1,6,0,0,1596,
Álvaro Odriozola,2018,22,1,9,2,0,0,1856,
Álvaro Odriozola,2019,10,0,2,1,1,0,613,
Álvaro Odriozola,2020,16,2,0,2,0,0,958,
Álvaro Odriozola,2021,24,1,1,4,0,1,1716,
Kang-in Lee,2018,29,4,2,7,0,0,1881,
Kang-in Lee,2019,24,2,0,3,0,2,694,
Kang-in Lee,2020,27,1,4,1,0,0,1431,
Kang-in Lee,2021,27,1,3,2,1,0,1357,
Arnaud Kalimuendo,2018,7,5,1,0,0,0,554,
Arnaud Kalimuendo,2019,4,6,0,0,0,0,344,
Arnaud Kalimuendo,2020,31,8,6,0,0,0,1391,
Arnaud Kalimuendo,2021,29,8,0,1,0,1,1822,
Nikola Maksimovic,2018,28,0,1,9,0,0,2306,
Nikola Maksimovic,2019,28,1,1,3,0,1,2338,
Nikola Maksimovic,2020,27,0,0,2,0,0,2060,
Nikola Maksimovic,2021,12,0,0,2,0,0,936,
Hélder Costa,2018,30,2,2,3,0,0,1529,
Hélder Costa,2019,46,5,8,3,0,0,3164,
Hélder Costa,2020,27,5,5,0,0,0,1512,
Hélder Costa,2021,26,0,2,3,0,0,1180,
Luuk de Jong,2018,43,32,10,6,0,0,3861,
Luuk de Jong,2019,46,10,4,2,0,0,2703,
Luuk de Jong,2020,48,9,1,3,0,1,2155,
Luuk de Jong,2021,22,6,0,0,0,0,845,
Paul Bernardoni,2018,40,0,0,0,0,62,10,3600.0
Paul Bernardoni,2019,26,0,0,0,0,40,6,2324.0
Paul Bernardoni,2020,38,0,1,0,0,58,9,3420.0
Paul Bernardoni,2021,26,0,0,0,0,33,8,2340.0
Krzysztof Piatek,2018,42,30,1,5,0,0,3410,
Krzysztof Piatek,2019,36,10,2,3,0,0,2371,
Krzysztof Piatek,2020,32,7,2,4,0,0,1632,
Krzysztof Piatek,2021,21,7,1,0,0,0,1092,
Gonzalo Villar,2018,17,1,1,6,0,0,1092,
Gonzalo Villar,2019,33,1,0,12,0,0,1997,
Gonzalo Villar,2020,47,0,1,10,0,0,2714,
Gonzalo Villar,2021,10,0,0,0,0,0,323,
Anwar El Ghazi,2018,36,6,6,5,0,1,2628,
Anwar El Ghazi,2019,40,6,7,4,0,0,2549,
Anwar El Ghazi,2020,31,11,0,2,0,0,1872,
Anwar El Ghazi,2021,14,3,3,2,0,0,558,
Óscar Rodríguez,2018,32,4,4,6,0,0,2540,
Óscar Rodríguez,2019,32,9,2,6,0,1,2044,
Óscar Rodríguez,2020,29,2,2,4,0,0,1009,
Óscar Rodríguez,2021,24,0,0,2,0,0,1112,
Hannes Wolf,2018,40,11,12,2,0,0,2730,
Hannes Wolf,2019,5,0,0,0,0,0,53,
Hannes Wolf,2020,43,4,2,2,0,0,1616,
Hannes Wolf,2021,18,0,1,4,0,0,1168,
Jens Petter Hauge,2018,29,9,3,1,0,0,1109,
Jens Petter Hauge,2019,18,14,10,2,0,0,1557,
Jens Petter Hauge,2020,28,8,3,0,0,0,1231,
Jens Petter Hauge,2021,26,3,1,3,0,0,852,
Ben Gibson,2018,5,1,0,2,1,0,423,
Ben Gibson,2019,1,0,0,0,0,0,90,
Ben Gibson,2020,29,0,1,5,0,0,2536,
Ben Gibson,2021,27,0,0,3,1,0,2405,
Davide Zappacosta,2018,17,0,2,1,0,0,1020,
Davide Zappacosta,2019,9,0,1,0,0,0,446,
Davide Zappacosta,2020,25,4,2,3,0,0,2047,
Davide Zappacosta,2021,34,2,4,6,0,0,2252,
Ante Budimir,2018,38,9,3,4,1,0,2608,
Ante Budimir,2019,36,13,3,12,0,0,2871,
Ante Budimir,2020,33,12,0,4,0,0,1797,
Ante Budimir,2021,21,4,1,1,0,0,1113,
Yacine Adli,2018,18,1,1,1,0,0,994,
Yacine Adli,2019,25,3,3,3,0,0,1293,
Yacine Adli,2020,36,2,5,6,0,0,2453,
Yacine Adli,2021,29,1,7,4,0,0,1957,
Toma Basic,2018,30,3,2,4,0,0,1764,
Toma Basic,2019,18,2,3,4,0,0,1232,
Toma Basic,2020,34,4,1,7,0,0,2611,
Toma Basic,2021,32,1,3,3,0,0,1387,
Pol Lirola,2018,38,2,7,2,0,0,3180,
Pol Lirola,2019,39,1,2,4,0,0,2933,
Pol Lirola,2020,35,2,5,7,0,0,2249,
Pol Lirola,2021,38,1,2,1,0,0,2169,
Marco Silvestri,2018,41,0,2,0,0,50,8,3720.0
Marco Silvestri,2019,36,0,2,0,0,45,9,3270.0
Marco Silvestri,2020,34,0,1,0,0,42,7,3060.0
Marco Silvestri,2021,28,0,1,0,0,40,6,2550.0
Patrick Cutrone,2018,43,9,2,2,0,0,1910,
Patrick Cutrone,2019,45,8,6,2,0,0,1804,
Patrick Cutrone,2020,24,0,1,0,0,0,485,
Patrick Cutrone,2021,25,2,2,2,0,0,1301,
Loren Morón,2018,45,8,4,5,0,0,2694,
Loren Morón,2019,39,12,3,2,0,1,2199,
Loren Morón,2020,27,1,0,2,0,0,1028,
Loren Morón,2021,24,4,1,0,0,0,743,
Yacine Adli,2018,18,1,1,1,0,0,994,
Yacine Adli,2019,25,3,3,3,0,0,1293,
Yacine Adli,2020,36,2,5,6,0,0,2453,
Yacine Adli,2021,29,1,7,4,0,0,1957,
Javairô Dilrosun,2018,22,2,5,2,0,0,1244,
Javairô Dilrosun,2019,25,4,2,2,0,0,1445,
Javairô Dilrosun,2020,13,0,2,0,0,0,544,
Javairô Dilrosun,2021,28,1,5,2,0,0,1399,
Marin Pongracic,2018,26,0,1,4,0,1,2226,
Marin Pongracic,2019,19,2,0,6,0,1,1543,
Marin Pongracic,2020,11,0,0,0,1,0,665,
Marin Pongracic,2021,21,0,0,3,0,0,1049,
Eddie Salcedo,2018,35,13,4,4,1,0,2280,
Eddie Salcedo,2019,17,1,0,0,0,0,677,
Eddie Salcedo,2020,23,3,2,3,0,0,956,
Eddie Salcedo,2021,10,2,0,1,0,0,492,
Matteo Lovato,2018,18,0,0,2,0,0,1595,
Matteo Lovato,2019,19,0,0,2,0,0,1517,
Matteo Lovato,2020,24,0,0,5,0,0,1380,
Matteo Lovato,2021,17,0,1,5,0,0,1120,
Mert Cetin,2018,26,1,0,4,0,0,2139,
Mert Cetin,2019,6,0,0,2,1,0,255,
Mert Cetin,2020,7,0,0,1,0,0,462,
Mert Cetin,2021,10,1,0,1,0,0,719,
Florian Müller,2018,25,0,0,0,0,44,5,2250.0
Florian Müller,2019,15,0,0,0,0,28,2,1304.0
Florian Müller,2020,31,0,0,0,0,46,6,2790.0
Florian Müller,2021,23,0,0,0,0,43,3,2070.0
Demarai Gray,2018,39,4,1,2,0,0,2271,
Demarai Gray,2019,29,3,5,1,0,0,1060,
Demarai Gray,2020,18,4,3,0,0,0,1013,
Demarai Gray,2021,28,6,3,3,0,0,2032,
Axel Tuanzebe,2018,30,0,1,0,0,0,2574,
Axel Tuanzebe,2019,11,0,0,0,0,0,701,
Axel Tuanzebe,2020,19,0,0,7,0,0,918,
Axel Tuanzebe,2021,13,0,0,2,0,0,815,
Yusuf Demir,2018,1,0,0,0,0,0,61,
Yusuf Demir,2019,7,0,1,0,0,0,217,
Yusuf Demir,2020,32,9,3,1,0,0,1051,
Yusuf Demir,2021,17,1,0,2,0,0,687,
Ryan Bertrand,2018,24,1,0,8,0,0,2160,
Ryan Bertrand,2019,35,1,1,5,0,1,3013,
Ryan Bertrand,2020,34,0,1,6,0,0,3044,
Ryan Bertrand,2021,11,0,0,2,0,0,751,
Aïssa Mandi,2018,48,2,1,13,0,0,4260,
Aïssa Mandi,2019,30,0,0,9,0,0,2668,
Aïssa Mandi,2020,32,3,2,4,1,1,2812,
Aïssa Mandi,2021,17,2,0,2,0,0,1222,
Joshua King,2018,38,12,4,3,0,0,3037,
Joshua King,2019,27,6,4,0,0,0,2050,
Joshua King,2020,26,5,3,0,0,0,982,
Joshua King,2021,27,5,3,4,0,0,2015,
Axel Tuanzebe,2018,30,0,1,0,0,0,2574,
Axel Tuanzebe,2019,11,0,0,0,0,0,701,
Axel Tuanzebe,2020,19,0,0,7,0,0,918,
Axel Tuanzebe,2021,13,0,0,2,0,0,815,
Manu Sánchez,2018,9,0,1,2,0,0,495,
Manu Sánchez,2019,30,0,1,6,0,0,2626,
Manu Sánchez,2020,19,0,5,4,0,0,1231,
Manu Sánchez,2021,27,1,2,4,0,0,1881,
Keita Baldé,2018,30,5,2,1,1,0,1089,
Keita Baldé,2019,26,8,4,5,0,0,1266,
Keita Baldé,2020,26,7,2,4,0,1,1257,
Keita Baldé,2021,18,3,2,2,0,0,930,
Stefano Sensi,2018,30,2,4,8,0,0,2142,
Stefano Sensi,2019,19,3,4,3,0,0,1012,
Stefano Sensi,2020,21,0,0,2,0,1,635,
Stefano Sensi,2021,18,2,0,0,0,0,634,
Kai Havertz,2018,42,20,7,2,0,0,3505,
Kai Havertz,2019,45,18,9,3,0,0,3797,
Kai Havertz,2020,45,9,9,3,0,0,2519,
Kai Havertz,2021,35,11,5,5,0,0,2453,
Leroy Sané,2018,47,16,19,1,0,0,2694,
Leroy Sané,2019,3,0,0,0,0,0,81,
Leroy Sané,2020,44,10,12,3,0,0,2627,
Leroy Sané,2021,37,14,15,3,0,0,2600,
Timo Werner,2018,37,19,10,1,0,0,3101,
Timo Werner,2019,45,34,13,5,0,0,3589,
Timo Werner,2020,52,12,15,3,0,0,3831,
Timo Werner,2021,28,7,4,1,0,0,1493,
Miralem Pjanic,2018,44,4,8,8,1,0,3275,
Miralem Pjanic,2019,43,3,8,11,0,0,3350,
Miralem Pjanic,2020,30,0,0,3,0,0,1295,
Miralem Pjanic,2021,22,0,4,5,1,0,1720,
Mauro Icardi,2018,37,17,5,0,0,0,2972,
Mauro Icardi,2019,34,20,4,1,0,0,2185,
Mauro Icardi,2020,28,13,6,2,0,0,1702,
Mauro Icardi,2021,29,5,0,1,0,0,1307,
Arthur,2018,44,0,2,3,0,0,2478,
Arthur,2019,28,4,4,2,0,0,1541,
Arthur,2020,32,1,0,4,0,0,1714,
Arthur,2021,26,0,1,3,0,0,1330,
Achraf Hakimi,2018,28,3,7,5,0,0,2349,
Achraf Hakimi,2019,45,9,10,5,0,0,3571,
Achraf Hakimi,2020,45,7,11,9,0,0,3211,
Achraf Hakimi,2021,32,3,4,5,0,1,2597,
Ben Chilwell,2018,36,0,5,4,0,0,3240,
Ben Chilwell,2019,33,3,4,3,0,0,2915,
Ben Chilwell,2020,42,4,7,4,0,0,3357,
Ben Chilwell,2021,12,3,1,0,0,0,840,
Thomas Partey,2018,42,3,6,10,1,0,2723,
